,_,_,_,start_loc,end_loc,_,_,_,gene_info
"
469,Chromosome,ena,gene,537633,539087,.,+,.,"ID=gene:b0511;Name=ybbW;biotype=protein_coding;description=putative allantoin transporter;gene_id=b0511;logic_name=ena
"
470,Chromosome,ena,gene,539147,540508,.,+,.,"ID=gene:b0512;Name=allB;biotype=protein_coding;description=allantoinase;gene_id=b0512;logic_name=ena
"
471,Chromosome,ena,gene,540565,541866,.,+,.,"ID=gene:b0513;Name=ybbY;biotype=protein_coding;description=putative uracil/xanthine transporter;gene_id=b0513;logic_name=ena
"
472,Chromosome,ena,gene,541888,543033,.,+,.,"ID=gene:b0514;Name=glxK;biotype=protein_coding;description=glycerate kinase II;gene_id=b0514;logic_name=ena
"
473,Chromosome,ena,gene,543261,544046,.,-,.,"ID=gene:b0515;Name=allE;biotype=protein_coding;description=S-ureidoglycine aminohydrolase;gene_id=b0515;logic_name=ena
"
474,Chromosome,ena,gene,544057,545292,.,-,.,"ID=gene:b0516;Name=allC;biotype=protein_coding;description=allantoate amidohydrolase;gene_id=b0516;logic_name=ena
"
475,Chromosome,ena,gene,545314,546363,.,-,.,"ID=gene:b0517;Name=allD;biotype=protein_coding;description=ureidoglycolate dehydrogenase;gene_id=b0517;logic_name=ena
"
476,Chromosome,ena,gene,546680,548347,.,+,.,"ID=gene:b0518;Name=fdrA;biotype=protein_coding;description=putative NAD(P)-binding acyl-CoA synthetase;gene_id=b0518;logic_name=ena
"
477,Chromosome,ena,gene,548357,549616,.,+,.,"ID=gene:b4572;Name=ylbE;biotype=protein_coding;description=NO-induced DUF1116 protein;gene_id=b4572;logic_name=ena
"
478,Chromosome,ena,gene,549627,550442,.,+,.,"ID=gene:b0520;Name=ylbF;biotype=protein_coding;description=putative anaerobic allantoin catabolic oxamate carbamoyltransferase%3B DUF2877 family protein;gene_id=b0520;logic_name=ena
"
479,Chromosome,ena,gene,550439,551332,.,+,.,"ID=gene:b0521;Name=ybcF;biotype=protein_coding;description=putative carbonate kinase;gene_id=b0521;logic_name=ena
"
480,Chromosome,ena,gene,551527,552594,.,-,.,"ID=gene:b0522;Name=purK;biotype=protein_coding;description=N5-carboxyaminoimidazole ribonucleotide synthase;gene_id=b0522;logic_name=ena
"
481,Chromosome,ena,gene,552591,553100,.,-,.,"ID=gene:b0523;Name=purE;biotype=protein_coding;description=N5-carboxyaminoimidazole ribonucleotide mutase;gene_id=b0523;logic_name=ena
"
482,Chromosome,ena,gene,553218,553940,.,-,.,"ID=gene:b0524;Name=lpxH;biotype=protein_coding;description=UDP-2%2C3-diacylglucosamine pyrophosphohydrolase;gene_id=b0524;logic_name=ena
"
483,Chromosome,ena,gene,553943,554437,.,-,.,"ID=gene:b0525;Name=ppiB;biotype=protein_coding;description=peptidyl-prolyl cis-trans isomerase B (rotamase B);gene_id=b0525;logic_name=ena
"
484,Chromosome,ena,gene,554611,555996,.,+,.,"ID=gene:b0526;Name=cysS;biotype=protein_coding;description=cysteinyl-tRNA synthetase;gene_id=b0526;logic_name=ena
"
485,Chromosome,ena,gene,556032,556553,.,-,.,"ID=gene:b0527;Name=ybcI;biotype=protein_coding;description=DUF457 family inner membrane protein;gene_id=b0527;logic_name=ena
"
486,Chromosome,ena,gene,556661,556873,.,-,.,"ID=gene:b0528;Name=ybcJ;biotype=protein_coding;description=ribosome-associated protein%3B putative RNA-binding protein;gene_id=b0528;logic_name=ena
"
487,Chromosome,ena,gene,556875,557741,.,-,.,"ID=gene:b0529;Name=folD;biotype=protein_coding;description=bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/ 5%2C10-methylene-tetrahydrofolate cyclohydrolase;gene_id=b0529;logic_name=ena
"
488,Chromosome,ena,gene,558212,558754,.,+,.,"ID=gene:b0530;Name=sfmA;biotype=protein_coding;description=FimA homolog%2C function unknown;gene_id=b0530;logic_name=ena
"
489,Chromosome,ena,gene,558974,559666,.,+,.,"ID=gene:b0531;Name=sfmC;biotype=protein_coding;description=putative periplasmic pilus chaperone;gene_id=b0531;logic_name=ena
"
490,Chromosome,ena,gene,559697,562300,.,+,.,"ID=gene:b0532;Name=sfmD;biotype=protein_coding;description=putative outer membrane export usher protein;gene_id=b0532;logic_name=ena
"
491,Chromosome,ena,gene,562336,563319,.,+,.,"ID=gene:b0533;Name=sfmH;biotype=protein_coding;description=FimA homolog%2C function unknown;gene_id=b0533;logic_name=ena
"
492,Chromosome,ena,gene,563330,563845,.,+,.,"ID=gene:b0534;Name=sfmF;biotype=protein_coding;description=FimA homolog%2C function unknown;gene_id=b0534;logic_name=ena
"
493,Chromosome,ena,gene,563848,564480,.,-,.,"ID=gene:b0535;Name=sfmZ;biotype=protein_coding;description=response regulator family protein;gene_id=b0535;logic_name=ena
"
494,Chromosome,ena,gene,564815,565978,.,-,.,"ID=gene:b0537;Name=intD;biotype=protein_coding;description=DLP12 prophage%3B putative phage integrase;gene_id=b0537;logic_name=ena
"
495,Chromosome,ena,gene,566842,567141,.,+,.,"ID=gene:b0540;Name=insE1;biotype=protein_coding;description=IS3 transposase A;gene_id=b0540;logic_name=ena
"
496,Chromosome,ena,gene,567138,568004,.,+,.,"ID=gene:b0541;Name=insF1;biotype=protein_coding;description=IS3 transposase B;gene_id=b0541;logic_name=ena
"
497,Chromosome,ena,gene,568315,568647,.,+,.,"ID=gene:b0543;Name=emrE;biotype=protein_coding;description=DLP12 prophage%3B multidrug resistance protein;gene_id=b0543;logic_name=ena
"
498,Chromosome,ena,gene,568902,570428,.,+,.,"ID=gene:b0544;Name=ybcK;biotype=protein_coding;description=DLP12 prophage%3B putative recombinase;gene_id=b0544;logic_name=ena
"
499,Chromosome,ena,gene,570893,571444,.,+,.,"ID=gene:b0545;Name=ybcL;biotype=protein_coding;description=inactive polymorphonuclear leukocyte migration suppressor%3B DLP12 prophage%3B UPF0098 family secreted protein;gene_id=b0545;logic_name=ena
"
500,Chromosome,ena,gene,571454,572251,.,+,.,"ID=gene:b0546;Name=ybcM;biotype=protein_coding;description=DLP12 prophage%3B putative DNA-binding transcriptional regulator;gene_id=b0546;logic_name=ena
"
501,Chromosome,ena,gene,572368,572469,.,+,.,"ID=gene:b4588;Name=ylcH;biotype=protein_coding;description=uncharacterized protein%2C DLP12 prophage;gene_id=b4588;logic_name=ena
"
502,Chromosome,ena,gene,572466,572921,.,+,.,"ID=gene:b0547;Name=ybcN;biotype=protein_coding;description=DLP12 prophage%3B uncharacterized protein;gene_id=b0547;logic_name=ena
"
503,Chromosome,ena,gene,572921,573091,.,+,.,"ID=gene:b0548;Name=ninE;biotype=protein_coding;description=DLP12 prophage%3B conserved protein;gene_id=b0548;logic_name=ena
"
504,Chromosome,ena,gene,573084,573374,.,+,.,"ID=gene:b0549;Name=ybcO;biotype=protein_coding;description=DLP12 prophage%3B uncharacterized protein;gene_id=b0549;logic_name=ena
"
505,Chromosome,ena,gene,573371,573733,.,+,.,"ID=gene:b0550;Name=rusA;biotype=protein_coding;description=DLP12 prophage%3B endonuclease RUS;gene_id=b0550;logic_name=ena
"
506,Chromosome,ena,gene,573730,573870,.,+,.,"ID=gene:b4509;Name=ylcG;biotype=protein_coding;description=uncharacterized protein%2C DLP12 prophage;gene_id=b4509;logic_name=ena
"
507,Chromosome,ena,gene,573956,574339,.,+,.,"ID=gene:b0551;Name=quuD;biotype=protein_coding;description=DLP12 prophage%3B putative antitermination protein;gene_id=b0551;logic_name=ena
"
508,Chromosome,ena,gene,574737,575753,.,-,.,"ID=gene:b0552;Name=insH1;biotype=protein_coding;description=IS5 transposase and trans-activator;gene_id=b0552;logic_name=ena
"
509,Chromosome,ena,gene,577398,577613,.,+,.,"ID=gene:b0554;Name=essD;biotype=protein_coding;description=DLP12 prophage%3B putative phage lysis protein;gene_id=b0554;logic_name=ena
"
510,Chromosome,ena,gene,577613,578110,.,+,.,"ID=gene:b0555;Name=rrrD;biotype=protein_coding;description=DLP12 prophage%3B putative lysozyme;gene_id=b0555;logic_name=ena
"
511,Chromosome,ena,gene,578107,578568,.,+,.,"ID=gene:b0556;Name=rzpD;biotype=protein_coding;description=DLP12 prophage%3B putative murein endopeptidase;gene_id=b0556;logic_name=ena
"
512,Chromosome,ena,gene,578327,578509,.,+,.,"ID=gene:b4510;Name=rzoD;biotype=protein_coding;description=DLP12 prophage%3B putative lipoprotein;gene_id=b4510;logic_name=ena
"
513,Chromosome,ena,gene,578600,578893,.,-,.,"ID=gene:b0557;Name=borD;biotype=protein_coding;description=DLP12 prophage%3B putative lipoprotein;gene_id=b0557;logic_name=ena
"
514,Chromosome,ena,gene,579184,579594,.,-,.,"ID=gene:b0558;Name=ybcV;biotype=protein_coding;description=DLP12 prophage%3B uncharacterized protein;gene_id=b0558;logic_name=ena
"
515,Chromosome,ena,gene,579880,580086,.,+,.,"ID=gene:b0559;Name=ybcW;biotype=protein_coding;description=DLP12 prophage%3B uncharacterized protein;gene_id=b0559;logic_name=ena
"
516,Chromosome,ena,gene,580251,580445,.,-,.,"ID=gene:b4589;Name=ylcI;biotype=protein_coding;description=DUF3950 family protein%2C DLP12 prophage;gene_id=b4589;logic_name=ena
"
517,Chromosome,ena,gene,580834,581379,.,+,.,"ID=gene:b0560;Name=nohD;biotype=protein_coding;description=DLP12 prophage%3B DNA packaging protein;gene_id=b0560;logic_name=ena
"
518,Chromosome,ena,gene,583681,584430,.,+,.,"ID=gene:b0564;Name=appY;biotype=protein_coding;description=global transcriptional activator%3B DLP12 prophage;gene_id=b0564;logic_name=ena
"
519,Chromosome,ena,gene,584680,585633,.,-,.,"ID=gene:b0565;Name=ompT;biotype=protein_coding;description=DLP12 prophage%3B outer membrane protease VII%3B outer membrane protein 3b;gene_id=b0565;logic_name=ena
"
520,Chromosome,ena,gene,586147,586908,.,-,.,"ID=gene:b0566;Name=envY;biotype=protein_coding;description=porin thermoregulatory transcriptional activator;gene_id=b0566;logic_name=ena
"
521,Chromosome,ena,gene,587091,587981,.,-,.,"ID=gene:b0567;Name=ybcH;biotype=protein_coding;description=PRK09936 family protein;gene_id=b0567;logic_name=ena
"
522,Chromosome,ena,gene,587982,590954,.,-,.,"ID=gene:b0568;Name=nfrA;biotype=protein_coding;description=bacteriophage N4 receptor%2C outer membrane subunit;gene_id=b0568;logic_name=ena
"
523,Chromosome,ena,gene,590941,593178,.,-,.,"ID=gene:b0569;Name=nfrB;biotype=protein_coding;description=bacteriophage N4 receptor%2C inner membrane subunit;gene_id=b0569;logic_name=ena
"
524,Chromosome,ena,gene,593328,594770,.,-,.,"ID=gene:b0570;Name=cusS;biotype=protein_coding;description=copper-sensing histidine kinase in two-component regulatory system with CusR;gene_id=b0570;logic_name=ena
"
525,Chromosome,ena,gene,594760,595443,.,-,.,"ID=gene:b0571;Name=cusR;biotype=protein_coding;description=response regulator in two-component regulatory system with CusS;gene_id=b0571;logic_name=ena
"
526,Chromosome,ena,gene,595600,596973,.,+,.,"ID=gene:b0572;Name=cusC;biotype=protein_coding;description=copper/silver efflux system%2C outer membrane component;gene_id=b0572;logic_name=ena
"
527,Chromosome,ena,gene,597131,597463,.,+,.,"ID=gene:b0573;Name=cusF;biotype=protein_coding;description=periplasmic copper-and silver-binding protein;gene_id=b0573;logic_name=ena
"
528,Chromosome,ena,gene,597479,598702,.,+,.,"ID=gene:b0574;Name=cusB;biotype=protein_coding;description=copper/silver efflux system%2C membrane fusion protein;gene_id=b0574;logic_name=ena
"
529,Chromosome,ena,gene,598714,601857,.,+,.,"ID=gene:b0575;Name=cusA;biotype=protein_coding;description=copper/silver efflux system%2C membrane component;gene_id=b0575;logic_name=ena
"
530,Chromosome,ena,gene,601959,603335,.,+,.,"ID=gene:b0576;Name=pheP;biotype=protein_coding;description=phenylalanine transporter;gene_id=b0576;logic_name=ena
"
531,Chromosome,ena,gene,603416,604663,.,-,.,"ID=gene:b0577;Name=ybdG;biotype=protein_coding;description=mechanosensitive channel protein%2C miniconductance;gene_id=b0577;logic_name=ena
"
532,Chromosome,ena,gene,604771,605424,.,-,.,"ID=gene:b0578;Name=nfsB;biotype=protein_coding;description=dihydropteridine reductase%2C NAD(P)H-dependent%2C oxygen-insensitive;gene_id=b0578;logic_name=ena
"
533,Chromosome,ena,gene,605518,605886,.,-,.,"ID=gene:b0579;Name=ybdF;biotype=protein_coding;description=DUF419 family protein;gene_id=b0579;logic_name=ena
"
534,Chromosome,ena,gene,605951,606199,.,-,.,"ID=gene:b0580;Name=ybdJ;biotype=protein_coding;description=DUF1158 family putative inner membrane protein;gene_id=b0580;logic_name=ena
"
535,Chromosome,ena,gene,606265,607383,.,-,.,"ID=gene:b0581;Name=ybdK;biotype=protein_coding;description=weak gamma-glutamyl:cysteine ligase;gene_id=b0581;logic_name=ena
"
536,Chromosome,ena,gene,607836,607988,.,+,.,"ID=gene:b4415;Name=hokE;biotype=protein_coding;description=toxic polypeptide%2C small;gene_id=b4415;logic_name=ena
"
537,Chromosome,ena,gene,608065,609177,.,+,.,"ID=gene:b0582;Name=insL1;biotype=protein_coding;description=IS186 transposase;gene_id=b0582;logic_name=ena
"
538,Chromosome,ena,gene,609459,610079,.,-,.,"ID=gene:b0583;Name=entD;biotype=protein_coding;description=phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex;gene_id=b0583;logic_name=ena
"
539,Chromosome,ena,gene,610254,612494,.,-,.,"ID=gene:b0584;Name=fepA;biotype=protein_coding;description=ferrienterobactin outer membrane transporter;gene_id=b0584;logic_name=ena
"
540,Chromosome,ena,gene,612737,613939,.,+,.,"ID=gene:b0585;Name=fes;biotype=protein_coding;description=enterobactin/ferrienterobactin esterase;gene_id=b0585;logic_name=ena
"
541,Chromosome,ena,gene,613942,614160,.,+,.,"ID=gene:b4511;Name=ybdZ;biotype=protein_coding;description=stimulator of EntF adenylation activity%2C MbtH-like;gene_id=b4511;logic_name=ena
"
542,Chromosome,ena,gene,614157,618038,.,+,.,"ID=gene:b0586;Name=entF;biotype=protein_coding;description=enterobactin synthase multienzyme complex component%2C ATP-dependent;gene_id=b0586;logic_name=ena
"
543,Chromosome,ena,gene,618254,619387,.,+,.,"ID=gene:b0587;Name=fepE;biotype=protein_coding;description=regulator of length of O-antigen component of lipopolysaccharide chains;gene_id=b0587;logic_name=ena
"
544,Chromosome,ena,gene,619384,620199,.,-,.,"ID=gene:b0588;Name=fepC;biotype=protein_coding;description=ferrienterobactin ABC transporter ATPase;gene_id=b0588;logic_name=ena
"
545,Chromosome,ena,gene,620196,621188,.,-,.,"ID=gene:b0589;Name=fepG;biotype=protein_coding;description=iron-enterobactin ABC transporter permease;gene_id=b0589;logic_name=ena
"
546,Chromosome,ena,gene,621185,622189,.,-,.,"ID=gene:b0590;Name=fepD;biotype=protein_coding;description=ferrienterobactin ABC transporter permease;gene_id=b0590;logic_name=ena
"
547,Chromosome,ena,gene,622300,623550,.,+,.,"ID=gene:b0591;Name=entS;biotype=protein_coding;description=enterobactin exporter%2C iron-regulated;gene_id=b0591;logic_name=ena
"
548,Chromosome,ena,gene,623554,624510,.,-,.,"ID=gene:b0592;Name=fepB;biotype=protein_coding;description=ferrienterobactin ABC transporter periplasmic binding protein;gene_id=b0592;logic_name=ena
"
549,Chromosome,ena,gene,624885,626060,.,+,.,"ID=gene:b0593;Name=entC;biotype=protein_coding;description=isochorismate synthase 1;gene_id=b0593;logic_name=ena
"
550,Chromosome,ena,gene,626070,627680,.,+,.,"ID=gene:b0594;Name=entE;biotype=protein_coding;description=2%2C3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex;gene_id=b0594;logic_name=ena
"
551,Chromosome,ena,gene,627694,628551,.,+,.,"ID=gene:b0595;Name=entB;biotype=protein_coding;description=isochorismatase;gene_id=b0595;logic_name=ena
"
552,Chromosome,ena,gene,628551,629297,.,+,.,"ID=gene:b0596;Name=entA;biotype=protein_coding;description=2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase;gene_id=b0596;logic_name=ena
"
553,Chromosome,ena,gene,629300,629713,.,+,.,"ID=gene:b0597;Name=entH;biotype=protein_coding;description=enterobactin synthesis proofreading thioesterase;gene_id=b0597;logic_name=ena
"
554,Chromosome,ena,gene,629894,631999,.,+,.,"ID=gene:b0598;Name=cstA;biotype=protein_coding;description=carbon starvation protein involved in peptide utilization%3B APC peptide transporter family protein;gene_id=b0598;logic_name=ena
"
555,Chromosome,ena,gene,632182,632379,.,+,.,"ID=gene:b4512;Name=ybdD;biotype=protein_coding;description=DUF466 family protein;gene_id=b4512;logic_name=ena
"
556,Chromosome,ena,gene,632389,633477,.,-,.,"ID=gene:b0599;Name=ybdH;biotype=protein_coding;description=putative oxidoreductase;gene_id=b0599;logic_name=ena
"
557,Chromosome,ena,gene,633586,634746,.,+,.,"ID=gene:b0600;Name=ybdL;biotype=protein_coding;description=methionine aminotransferase%2C PLP-dependent;gene_id=b0600;logic_name=ena
"
558,Chromosome,ena,gene,634747,635376,.,-,.,"ID=gene:b0601;Name=ybdM;biotype=protein_coding;description=Spo0J family protein%2C ParB-like nuclease domain;gene_id=b0601;logic_name=ena
"
559,Chromosome,ena,gene,635349,636569,.,-,.,"ID=gene:b0602;Name=ybdN;biotype=protein_coding;description=PAPS reductase-like domain protein;gene_id=b0602;logic_name=ena
"
560,Chromosome,ena,gene,636716,637618,.,-,.,"ID=gene:b0603;Name=ybdO;biotype=protein_coding;description=putative DNA-binding transcriptional regulator;gene_id=b0603;logic_name=ena
"
561,Chromosome,ena,gene,637827,638573,.,-,.,"ID=gene:b0604;Name=dsbG;biotype=protein_coding;description=thiol:disulfide interchange protein%2C periplasmic;gene_id=b0604;logic_name=ena
"
562,Chromosome,ena,gene,638945,639508,.,+,.,"ID=gene:b0605;Name=ahpC;biotype=protein_coding;description=alkyl hydroperoxide reductase%2C C22 subunit;gene_id=b0605;logic_name=ena
"
563,Chromosome,ena,gene,639753,641318,.,+,.,"ID=gene:b0606;Name=ahpF;biotype=protein_coding;description=alkyl hydroperoxide reductase%2C F52a subunit%2C FAD/NAD(P)-binding;gene_id=b0606;logic_name=ena
"
564,Chromosome,ena,gene,641439,641867,.,-,.,"ID=gene:b0607;Name=uspG;biotype=protein_coding;description=universal stress protein UP12;gene_id=b0607;logic_name=ena
"
565,Chromosome,ena,gene,642088,643326,.,+,.,"ID=gene:b0608;Name=ybdR;biotype=protein_coding;description=putative Zn-dependent NAD(P)-binding oxidoreductase;gene_id=b0608;logic_name=ena
"
566,Chromosome,ena,gene,643557,643967,.,-,.,"ID=gene:b0610;Name=rnk;biotype=protein_coding;description=regulator of nucleoside diphosphate kinase;gene_id=b0610;logic_name=ena
"
567,Chromosome,ena,gene,644197,645003,.,-,.,"ID=gene:b0611;Name=rna;biotype=protein_coding;description=ribonuclease I;gene_id=b0611;logic_name=ena
"
568,Chromosome,ena,gene,645117,646580,.,-,.,"ID=gene:b0612;Name=citT;biotype=protein_coding;description=citrate/succinate antiporter%3B citrate carrier;gene_id=b0612;logic_name=ena
"
569,Chromosome,ena,gene,646631,647509,.,-,.,"ID=gene:b0613;Name=citG;biotype=protein_coding;description=2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase;gene_id=b0613;logic_name=ena
"
570,Chromosome,ena,gene,647484,648035,.,-,.,"ID=gene:b0614;Name=citX;biotype=protein_coding;description=apo-citrate lyase phosphoribosyl-dephospho-CoA transferase;gene_id=b0614;logic_name=ena
"
571,Chromosome,ena,gene,648039,649571,.,-,.,"ID=gene:b0615;Name=citF;biotype=protein_coding;description=citrate lyase%2C citrate-ACP transferase (alpha) subunit;gene_id=b0615;logic_name=ena
"
572,Chromosome,ena,gene,649582,650490,.,-,.,"ID=gene:b0616;Name=citE;biotype=protein_coding;description=citrate lyase%2C citryl-ACP lyase (beta) subunit;gene_id=b0616;logic_name=ena
"
573,Chromosome,ena,gene,650487,650783,.,-,.,"ID=gene:b0617;Name=citD;biotype=protein_coding;description=citrate lyase%2C acyl carrier (gamma) subunit;gene_id=b0617;logic_name=ena
"
574,Chromosome,ena,gene,650798,651856,.,-,.,"ID=gene:b0618;Name=citC;biotype=protein_coding;description=citrate lyase ligase%3B [citrate [pro-3S]-lyase] ligase;gene_id=b0618;logic_name=ena
"
575,Chromosome,ena,gene,652235,653893,.,+,.,"ID=gene:b0619;Name=citA;biotype=protein_coding;description=sensory histidine kinase in two-component regulatory system with CitB;gene_id=b0619;logic_name=ena
"
576,Chromosome,ena,gene,653862,654542,.,+,.,"ID=gene:b0620;Name=citB;biotype=protein_coding;description=response regulator in two-component regulatory system with CitA;gene_id=b0620;logic_name=ena
"
577,Chromosome,ena,gene,654583,655968,.,-,.,"ID=gene:b0621;Name=dcuC;biotype=protein_coding;description=anaerobic C4-dicarboxylate transport;gene_id=b0621;logic_name=ena
"
578,Chromosome,ena,gene,656557,657117,.,+,.,"ID=gene:b0622;Name=pagP;biotype=protein_coding;description=phospholipid:lipid A palmitoyltransferase;gene_id=b0622;logic_name=ena
"
579,Chromosome,ena,gene,657292,657501,.,+,.,"ID=gene:b0623;Name=cspE;biotype=protein_coding;description=constitutive cold shock family transcription antitermination protein%3B negative regulator of cspA transcription%3B RNA melting protein%3B ssDNA-binding protein;gene_id=b0623;logic_name=ena
"
580,Chromosome,ena,gene,657555,657938,.,-,.,"ID=gene:b0624;Name=flc;biotype=protein_coding;description=fluoride efflux channel%2C dual topology membrane protein;gene_id=b0624;logic_name=ena
"
581,Chromosome,ena,gene,658947,659150,.,+,.,"ID=gene:b0627;Name=tatE;biotype=protein_coding;description=TatABCE protein translocation system subunit;gene_id=b0627;logic_name=ena
"
582,Chromosome,ena,gene,659251,660216,.,-,.,"ID=gene:b0628;Name=lipA;biotype=protein_coding;description=lipoate synthase;gene_id=b0628;logic_name=ena
"
583,Chromosome,ena,gene,660425,661378,.,-,.,"ID=gene:b0629;Name=ybeF;biotype=protein_coding;description=LysR family putative transcriptional regulator;gene_id=b0629;logic_name=ena
"
584,Chromosome,ena,gene,661637,662278,.,-,.,"ID=gene:b0630;Name=lipB;biotype=protein_coding;description=octanoyltransferase%3B octanoyl-[ACP]:protein N-octanoyltransferase;gene_id=b0630;logic_name=ena
"
585,Chromosome,ena,gene,662379,662642,.,-,.,"ID=gene:b0631;Name=ybeD;biotype=protein_coding;description=UPF0250 family protein;gene_id=b0631;logic_name=ena
"
586,Chromosome,ena,gene,662752,663963,.,-,.,"ID=gene:b0632;Name=dacA;biotype=protein_coding;description=D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5);gene_id=b0632;logic_name=ena
"
587,Chromosome,ena,gene,664102,665190,.,-,.,"ID=gene:b0633;Name=rlpA;biotype=protein_coding;description=septal ring protein%2C suppressor of prc%2C minor lipoprotein;gene_id=b0633;logic_name=ena
"
588,Chromosome,ena,gene,665201,666313,.,-,.,"ID=gene:b0634;Name=mrdB;biotype=protein_coding;description=cell wall shape-determining protein;gene_id=b0634;logic_name=ena
"
589,Chromosome,ena,gene,666316,668217,.,-,.,"ID=gene:b0635;Name=mrdA;biotype=protein_coding;description=penicillin-binding protein 2%2C transpeptidase involved in peptidoglycan synthesis;gene_id=b0635;logic_name=ena
"
590,Chromosome,ena,gene,668248,668715,.,-,.,"ID=gene:b0636;Name=rlmH;biotype=protein_coding;description=23S rRNA m(3)Psi1915 pseudouridine methyltransferase%2C SAM-dependent;gene_id=b0636;logic_name=ena
"
591,Chromosome,ena,gene,668719,669036,.,-,.,"ID=gene:b0637;Name=rsfS;biotype=protein_coding;description=ribosomal silencing factor;gene_id=b0637;logic_name=ena
"
592,Chromosome,ena,gene,669296,669907,.,-,.,"ID=gene:b0638;Name=cobC;biotype=protein_coding;description=putative alpha-ribazole-5'-P phosphatase;gene_id=b0638;logic_name=ena
"
593,Chromosome,ena,gene,669931,670572,.,-,.,"ID=gene:b0639;Name=nadD;biotype=protein_coding;description=nicotinic acid mononucleotide adenylyltransferase%2C NAD(P)-dependent;gene_id=b0639;logic_name=ena
"
594,Chromosome,ena,gene,670574,671605,.,-,.,"ID=gene:b0640;Name=holA;biotype=protein_coding;description=DNA polymerase III%2C delta subunit;gene_id=b0640;logic_name=ena
"
595,Chromosome,ena,gene,671605,672186,.,-,.,"ID=gene:b0641;Name=lptE;biotype=protein_coding;description=LPS assembly OM complex LptDE%2C lipoprotein component;gene_id=b0641;logic_name=ena
"
596,Chromosome,ena,gene,672201,674783,.,-,.,"ID=gene:b0642;Name=leuS;biotype=protein_coding;description=leucyl-tRNA synthetase;gene_id=b0642;logic_name=ena
"
597,Chromosome,ena,gene,675018,675500,.,+,.,"ID=gene:b0643;Name=ybeL;biotype=protein_coding;description=DUF1451 family protein;gene_id=b0643;logic_name=ena
"
598,Chromosome,ena,gene,675570,676547,.,-,.,"ID=gene:b0644;Name=ybeQ;biotype=protein_coding;description=Sel1 family TPR-like repeat protein;gene_id=b0644;logic_name=ena
"
599,Chromosome,ena,gene,676711,677418,.,+,.,"ID=gene:b0645;Name=ybeR;biotype=protein_coding;description=uncharacterized protein;gene_id=b0645;logic_name=ena
"
600,Chromosome,ena,gene,677415,678842,.,+,.,"ID=gene:b0646;Name=djlB;biotype=protein_coding;description=putative HscC co-chaperone%2C uncharacterized J domain-containing protein;gene_id=b0646;logic_name=ena
"
601,Chromosome,ena,gene,678852,679406,.,-,.,"ID=gene:b0647;Name=ybeT;biotype=protein_coding;description=Sel1 family TPR-like repeat protein;gene_id=b0647;logic_name=ena
"
602,Chromosome,ena,gene,679508,680215,.,+,.,"ID=gene:b0648;Name=ybeU;biotype=protein_coding;description=DUF1266 family protein;gene_id=b0648;logic_name=ena
"
603,Chromosome,ena,gene,680212,681663,.,+,.,"ID=gene:b0649;Name=djlC;biotype=protein_coding;description=J domain-containing HscC co-chaperone%3B Hsc56;gene_id=b0649;logic_name=ena
"
604,Chromosome,ena,gene,681723,683393,.,-,.,"ID=gene:b0650;Name=hscC;biotype=protein_coding;description=Hsp70 family chaperone Hsc62%3B RpoD-binding transcription inhibitor;gene_id=b0650;logic_name=ena
"
605,Chromosome,ena,gene,683477,684412,.,-,.,"ID=gene:b0651;Name=rihA;biotype=protein_coding;description=ribonucleoside hydrolase 1;gene_id=b0651;logic_name=ena
"
606,Chromosome,ena,gene,684530,685255,.,-,.,"ID=gene:b0652;Name=gltL;biotype=protein_coding;description=glutamate/aspartate ABC transporter ATPase;gene_id=b0652;logic_name=ena
"
607,Chromosome,ena,gene,685255,685929,.,-,.,"ID=gene:b0653;Name=gltK;biotype=protein_coding;description=glutamate/aspartate ABC transporter permease;gene_id=b0653;logic_name=ena
"
608,Chromosome,ena,gene,685929,686669,.,-,.,"ID=gene:b0654;Name=gltJ;biotype=protein_coding;description=glutamate/aspartate ABC transporter permease;gene_id=b0654;logic_name=ena
"
609,Chromosome,ena,gene,686839,687747,.,-,.,"ID=gene:b0655;Name=gltI;biotype=protein_coding;description=glutamate/aspartate periplasmic binding protein;gene_id=b0655;logic_name=ena
"
610,Chromosome,ena,gene,687997,689013,.,-,.,"ID=gene:b0656;Name=insH1;biotype=protein_coding;description=IS5 transposase and trans-activator;gene_id=b0656;logic_name=ena
"
611,Chromosome,ena,gene,689343,690881,.,-,.,"ID=gene:b0657;Name=lnt;biotype=protein_coding;description=apolipoprotein N-acyltransferase;gene_id=b0657;logic_name=ena
"
612,Chromosome,ena,gene,690906,691784,.,-,.,"ID=gene:b0658;Name=ybeX;biotype=protein_coding;description=putative ion transport;gene_id=b0658;logic_name=ena
"
613,Chromosome,ena,gene,691874,692341,.,-,.,"ID=gene:b0659;Name=ybeY;biotype=protein_coding;description=ssRNA-specific endoribonuclease%3B 16S rRNA 3' end maturation and quality control co-endoribonuclease working with RNase R%3B rRNA transcription antitermination factor;gene_id=b0659;logic_name=ena
